global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
746.257370752052	n/a	556900.0634017655	n/a	1022.8085537062166	n/a	1046137.3375346024	n/a	557.4154888825518	n/a	n/a	310712.0272461742	590.0084694104316	858.7287980496883	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0100013262204186	n/a	0.0001000265261672	n/a	-0.0130032310553644	n/a	0.0001690840178791	n/a	-0.2581439849803857	n/a	n/a	0.0666383169815536	-0.0004309999740427	n/a	1.857609776248081e-07	n/a	0.0001880000032221	n/a	3.534400121150961e-08	n/a	4.051399902100509e-08	n/a	n/a	1.6413841166740014e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
591.6858599249798	-154.5715108270722	350092.15683516284	23892.351959363696	717.0278262986662	-305.7807274075504	514128.9036865903	93501.8532538906	471.1866384691618	-86.22885041339003	7435.414643614795	222016.84827186857	483.7027106847519	665.9365059256554	13.645149	314.968109	0.3614457866311399	0.2846524328068664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0111186566221022	0.0011173304016836	0.0001236245250802	1.2484272265264372e-06	0.0339177481208423	0.0469209791762067	0.0011504136375889	0.002201578286854	0.020580566748535	0.2787245517289207	0.0776873757364877	0.0004235597276909	-0.0005125310459942	-8.153107195149996e-05	2.626880731079088e-07	6.647315693560664e-09	0.0001158614888421	-7.213851438000001e-05	1.3423884596708062e-08	5.203965256953468e-09	0.0005400294341541	0.000539988920155	2.915880338902482e-07	2.916317897527974e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569.9460975614182	-21.739762363561567	324838.55412548967	472.617267624128	642.0915190132941	-74.9363072853721	412281.51878879947	5615.450149567711	467.8568603415073	-3.3297781276544924	11.087422379406258	218890.04176861263	473.1005111694336	600.2187334597111	2.517402	58.108665	0.1436984740030803	0.0889045685375432	-0.0552667788	-0.0455387991	0.0735326821	-0.053070683	0.0212843285	0.5100987128	-0.0481475879	0.1347489913	0.3435068677	0.0800651451	0.2017979964	-0.3742147685	-0.0183221296	-0.0542893469	-0.0301481803	-0.0214444693	0.0110869347	-0.1698275308	0.1670532374	-0.0069640201	0.146934534	-0.1009552533	0.1168109878	-0.0743568517	0.0126659141	-0.0472004019	0.0601910566	-0.0462366968	0.0745491801	-0.1279086741	0.0262358078	-0.010251378	0.0556129845	-0.0689987799	0.0825889958	-0.0529523818	0.0360747695	-0.2333822712	-0.1078411194	0.0932592174	0.181974117	-0.0248055407	0.0673753397	-0.0940061119	0.0028671607	-0.0482730559	-0.047068827	0.0353309144	-0.1832154309	0.0374977195	-0.1523646924	0.1055556334	-0.1554159389	0.0652549392	-0.2807478224	0.1271117757	-0.0506272833	0.1040656626	-0.0093119616	0.1906065222	-0.2923153323	0.1807819122	-0.0777347544	0.1645690881	-0.0755374959	0.2300291396	-0.073590405	0.0844782511	-0.0336988209	0.0372958779	-0.0252367997	-0.0145448214	0.0613938033	0.029530361	-0.0523272596	0.0242665489	0.1744944233	-0.2705893275	0.0265156457	-0.012606948	0.0185177326	-0.1174834679	0.0103783171	-0.0154274579	0.0827754481	-0.0219903345	0.0793705728	0.1064049168	-0.0080352961	0.0109939136	-0.0640495599	0.1805113808	-0.1075052576	0.0540844048	-0.087851098	0.0749787889	-0.021807748	0.039901048	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.0067490900835167	-0.0043695665385855	4.555021695542345e-05	1.909311173512608e-05	0.0570851670771759	0.0231674189563335	0.003258716300229	0.0005367293010982	0.1032659044105912	0.0826853376620562	0.0068368650642882	0.0106638470137373	-0.0003788956574712	0.0001336353885229	1.435619192505329e-07	1.7858417065693153e-08	-0.0003341187804926	-0.0004499802693347	1.1163535947786225e-07	2.024822427905292e-07	0.0006259367932185	8.590735906440004e-05	7.380074341419756e-09	3.917968691046593e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567.717931296063	-2.228166265355185	322303.6495150814	4.964724906066872	628.0085364073021	-14.082982605992015	394394.72180044174	198.3303990806737	467.1403565760303	-0.7165037654770003	0.5133776459427203	218220.11274198076	470.5452527950972	580.5152971953154	1.386455	32.003242	0.2791481074878803	0.1462767415803471	0.0153905395	-0.1578612814	-0.031700284	0.1488625068	-0.0027234931	0.2595745418	0.0427205434	-0.0062729082	0.04818731	-0.0446786878	0.174420601	0.0517120736	0.1274169973	-0.1110205118	-0.0277526427	-0.000838379	0.0796005896	-0.077923655	0.2909847349	-0.0038260318	0.0730576475	-0.0442152835	-0.040639481	-0.0212747501	0.164820962	0.0901906884	0.044482066	-0.1182444554	0.0906130245	-0.0598546479	-0.0820916634	-0.0857170441	0.1119878215	-0.0571839369	0.1814153871	0.0800678991	-0.1096762346	-0.0831467243	-0.113334672	0.0946152077	0.09278157	-0.0172580034	0.1294070779	-0.1200888285	0.1157203558	0.0313870707	-0.0965433386	0.0748497715	-0.1542228763	0.2043458301	-0.0413060793	-0.014049104	-0.1526007638	0.0164393218	-0.1010733471	0.1014790985	-0.0048040643	0.1320836483	-0.0574110686	-0.0975428601	-0.2489577877	0.1057927399	0.0603469409	0.0595385455	-0.0228754656	0.0587399842	0.090994839	-0.0755671929	-0.1306357217	-0.0824891551	0.0168251861	-0.06425508	-0.0687676926	0.0207052413	-0.0940936701	0.0504072777	0.1729958869	-0.3346730974	0.0358487849	-0.0554501961	0.0687773711	-0.1126787846	0.0044591871	0.0288963609	0.0540172807	0.1756049291	0.133577806	0.1507078689	0.0232868955	0.0293747701	-0.0465365522	-0.0011464497	-0.0985297361	0.0476082095	0.0523559056	-0.0079399928	-0.0439792393	0.0911746589	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	-0.0197812303739084	-0.0265303204574251	0.0003912970751056	0.0007038579035736	0.1691300367498343	0.1120448696726583	0.0286049693310002	0.012554052819963	0.1784799701695831	0.0752140657589919	0.0056571556879979	0.0318550997517352	-0.0006691267500495	-0.0002902310925782	4.47730607631806e-07	8.423408709919372e-08	-0.0013001929260727	-0.0009660741455801	1.6905016450094896e-06	9.332992547583202e-07	0.0005750649994008	-5.087179381770002e-05	2.587939406230581e-09	3.306997535358421e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566.7441075418244	-0.9738237542386514	321198.883433379	0.9483327043194614	622.8341813061119	-5.174355101190258	387922.41740325466	26.773950713213647	467.07278452438027	-0.0675720516500177	0.0045659821641926	218156.98604335816	470.4577105595515	587.9404170513153	1.297674	29.953938	0.1963306055188473	0.103179638743312	-0.0147320173	-0.0607961382	0.0310508216	5.9989e-05	0.0448711969	0.0852350014	0.024635755	0.0048584644	-0.1087481556	0.0061497184	0.1263409807	-0.0224001304	-0.030997893	0.0865164815	0.0794630365	-0.0190502583	0.0995579524	-0.0730512509	0.1243641704	0.0094584702	-0.02040968	-0.0112101549	-0.0183416214	0.0040972093	0.2273654601	0.0371338038	0.0083174882	-0.0476515653	0.2408739866	0.020927809	-0.0998442404	-0.0861092692	-0.0888600914	-0.0187301737	0.1328907692	-0.1080876006	0.01699852	0.0542935379	0.036685109	0.0095284499	0.0933812842	-0.0007261907	9.27535e-05	-0.1020727484	0.0506287433	0.1337836631	-0.0700801527	0.0918863178	-0.0891827977	0.0786120112	-0.0518808624	-0.030094479	-0.055718264	0.0282004069	0.0569475939	0.0746486849	0.1107271049	0.1279777614	0.0385045905	-0.1444722195	-0.0505052328	0.1224426944	-0.001518578	0.000151087	0.0074553484	0.0822153303	-0.0171608157	-0.2603148767	0.0119691952	-0.0515053016	0.0140556437	0.0263866541	-0.0665474501	0.0284369744	-0.0951000906	0.0297075574	0.1287708952	-0.278651495	-0.0538732001	-0.1122450682	0.0020236786	0.0349150506	-0.0040814432	0.0120781882	0.0599895506	0.101783532	0.1240011791	0.0676147341	-0.0140721938	-0.0631070437	-0.162451911	0.0525119655	-0.1028903916	-0.0413160195	0.058738392	-0.0041337145	-0.037805386	0.0019280241	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	-0.0450517343977878	-0.0252705040238793	0.0020296587722488	0.0006385983736209	0.1149966546058607	-0.0541333821439735	0.0132242305705396	0.0029304230623454	0.1902921167533975	0.0118121465838143	0.0001395268069175	0.0362110896984886	-0.0011305731940484	-0.0004614464439988	1.278195747100801e-06	2.129328206792299e-07	0.0002060995952006	0.0015062925212733	4.2477043141851186e-08	2.2689171596438747e-06	0.0007096174894722	0.0001345524900714	1.8104372584414207e-08	5.035569813648279e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567.4105777802326	0.6664702384082375	321954.76377689745	0.4441825786839329	625.8926248286969	3.05844352258498	391741.5778149559	9.354076780842025	469.4732174818363	2.400432957456019	5.762078383241049	220405.10193274755	472.7673531752366	569.0043317079544	1.307273	30.175508	0.2582344729675679	0.1482042570534575	0.050380478	0.0171737651	0.09526663	0.0140241652	0.0561021339	0.0690924385	-0.0036326669	-0.0269008448	-0.0284604563	0.0527607144	0.0841846729	0.0170443133	0.0306876791	-0.0124280731	0.0460540897	0.1269437041	-0.0395889118	-0.1473749903	0.0591533941	0.0712795629	0.0196272211	-0.0152566157	0.0694302752	-0.0913688002	-0.0059495961	0.0383809405	0.0706175049	0.0039027239	0.2390059062	0.1362469259	-0.0421609289	-0.0584066349	-0.1162144861	-0.0691477069	-0.0563477454	-0.0249469442	-0.0055416709	0.0598553209	0.0855200619	0.0376591768	-0.0261695713	0.1582792591	-0.0128130054	0.0318031521	-0.1455483305	0.1093940708	-0.0955351613	-0.0827977249	-0.0866106166	-0.037217327	-0.1031410069	-0.0129797814	-0.017262782	0.0122787296	-0.0225395955	0.0257009557	0.0118952665	-0.1320038702	0.1561485436	-0.1956070273	0.0846172964	0.1109123182	-0.019154669	0.0655639454	-0.0194131311	0.0673617241	-0.0994857324	-0.2017885042	-0.0217776831	-0.0892668171	0.0027424985	0.1678632438	-0.0465211981	-0.1322059711	-0.0721813801	0.0366213644	0.0481746653	-0.1842514608	-0.0399367766	-0.0533219439	0.0913044051	0.0644516975	0.0330654007	-0.0223575687	-0.0125996494	0.0102206712	0.1092183357	0.0136366855	0.0545432023	0.0049560595	0.0524889507	-0.0364905805	-0.0553345347	0.1672216947	-0.0810864407	0.0649194519	-0.1558081961	0.018985746	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	-0.04749401720359	-0.0024422828058021	0.0022556816701349	5.964745303517066e-06	0.1996234851562661	0.0846268305504054	0.0398495358259339	0.007161700449007	0.0878770519419021	-0.1024150648114954	0.0104888455003428	0.0077223762579997	-0.0010899509347483	4.062225930009998e-05	1.1879930401586927e-06	1.650167950644559e-09	0.0014511575380853	0.0012450579428847	2.105858200341789e-06	1.5501692811402812e-06	0.0006202917956597	-8.932569381249998e-05	7.979079575084498e-09	3.847619117627351e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565.8850334058934	-1.5255443743392334	320225.8710327891	2.327285638078083	621.655982676132	-4.236642152564855	386456.16079702735	17.949136728889368	469.4412330489182	-0.0319844329180796	0.0010230039490911	220375.07128648876	472.7796572758601	585.7350715845823	1.707583	39.415791	0.5340542813324278	0.263007679249829	-0.0082304682	0.0485801704	0.0469778052	0.0930677644	0.0777702009	-0.1591069328	0.0328820846	-0.0048230005	-0.0741750261	-0.0609493527	0.0608758143	-0.0050446162	-0.1560801953	0.1155017185	-0.0777792371	0.0573056686	-0.1880739662	0.030029258	0.0829194192	-0.0132447874	-0.0279034288	-0.1231531407	-0.0987992171	-0.0371517217	-0.0399255901	-0.0236620784	0.0019463918	0.0400637529	0.0378965444	0.0775939298	0.0891756888	-0.0149888017	-0.0659291926	-0.0494973293	-0.0343179718	-0.1136023661	-0.0055174835	0.0701141872	0.2475924676	-0.0916283553	-0.0969156935	-0.1075054498	-0.03216005	0.1154807921	0.0863851283	0.1072623911	0.0553528813	-0.1824437744	-0.0019541237	0.0912731499	-0.0214445449	-0.02152202	-0.0039555813	0.1299347728	0.055006852	0.0218101203	-0.0149332734	-0.0428889755	0.086551848	0.0579263761	0.197203947	0.0327587235	0.0323208372	-0.1081560605	0.1380466596	-0.0951867124	-0.109014744	-0.1240896769	0.077719358	-0.0605624176	0.1449420492	0.0489380865	0.0396500423	0.087635398	0.0186746739	-0.0015844658	-0.0215380986	-0.1170764796	-0.1251987076	0.0911969912	0.0282104197	0.1072760656	-0.1033527296	-0.0415755638	0.0642545117	0.0005199923	-0.3310275534	-0.1662553721	-0.1917941263	-0.0782433932	-0.0137804248	-0.0814802247	-0.141652184	0.0650586326	0.1156041706	0.0016856533	-0.0414019024	-0.182844694	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	-0.0578117704383345	-0.0103177532347445	0.0033422008012146	0.000106456031813	-0.000949538687621	-0.2005730238438871	9.01623719289011e-07	0.0402295378938805	-0.0140503175733641	-0.1019273695152662	0.0103891886563016	0.0001974114239123	0.0009532719603066	0.0020432228950549	9.08727430306788e-07	4.174759798876526e-06	0.0030339195786681	0.0015827620405827	9.20466800982562e-06	2.5051356771098285e-06	-0.0001784459634732	-0.0007987377591329	6.379820078646467e-07	3.184296187987862e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565.5324370105209	-0.3525963953725295	319826.93731105875	0.1243242180297011	621.6983749642557	0.0423922881236649	386508.86943319626	0.0017971060923598	467.9280623761197	-1.5131706727984806	2.2896854850174067	218956.6715590698	472.04618407029375	598.2382325530052	1.651238	38.115189	0.3481576559784101	0.1839278431212541	-0.0723198454	-0.1070363282	-0.0656341353	-0.020596674	0.0477391841	-0.0964954674	-0.0331147597	0.0785400609	-0.1274811448	-0.022711346	0.0061768047	0.1460609292	0.0247304687	-0.0211899991	0.0153919179	-0.0682821005	-0.0404567589	-0.0342559968	-0.1036704369	-0.0451413974	-0.0899111567	-0.179119968	0.0425016917	0.1457090262	-0.1590854292	-0.0420161712	-0.0541476286	0.1340410142	0.0343967897	0.0701049907	-0.0162639775	-0.0072480759	0.0163911886	0.1801798725	-0.0540150648	-0.0709281919	0.0098511646	-0.0442947642	-0.0209521866	-0.024581014	0.1834898117	-0.0144735402	-0.0217685358	-0.0101654846	-0.0518109393	-0.0161475942	0.0997651835	-0.0009453791	0.0060660017	-0.0970086235	-0.0456068603	0.0421071288	0.139310879	0.1903272981	0.0856214163	-0.0867863568	-0.0869712965	0.0138374312	0.1098999143	0.0761710877	0.0851397156	0.0179323004	-0.184325557	0.0688516671	-0.0644480443	0.0903983511	0.105234679	0.1286097444	-0.006437415	0.0162830741	-0.0195149793	-0.0066436692	-0.0703315674	0.090612256	0.0186335804	-0.1024338539	-0.052873984	0.1075263608	-0.0894652122	0.0123333434	-0.1194882655	0.0755665311	-0.0571638937	-0.0808012102	-0.0283387087	0.1107932631	-0.0658571372	-0.1995302278	-0.0369841016	-0.0175282935	0.0698849979	0.0120021345	-0.070970639	-0.0502583278	-0.0051981755	-0.0467593146	0.0191946724	0.038515196	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	-0.0685666170506493	-0.0107548466123148	0.0047013809737703	0.0001156667256544	0.047042618392922	0.047992157080543	0.002213007945262	0.0023032471412435	-0.0234787016497364	-0.0094283840763723	8.889442629159077e-05	0.0005512494311573	-0.0020332393263957	-0.0029865112867022	4.13406215840204e-06	8.919249665600226e-06	0.004740783927887	0.0017068643492189	2.2475032250911693e-05	2.9133859066344597e-06	0.0007278237647892	0.0009062697282624	8.213248203648043e-07	5.297274325919247e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566.9457504318799	1.413313421359021	321427.48393276747	1.9974548269935417	624.6400940615828	2.941719097327109	390175.247109263	8.653711247579022	467.9520840841228	0.0240217080030902	0.0005770424553857	218979.152998674	471.8116453317496	589.3878619492054	1.345959	31.06848	0.1417111730395759	0.0795740582114656	-0.0414530573	0.0266236138	0.0796306357	-0.1578162374	0.0057949152	-0.0450452537	-0.0085382006	0.0390791994	0.0178306094	0.0959571348	-0.1817394593	0.0243166393	0.0861182643	0.0495902339	0.050391036	-0.0748618373	-0.0107920693	-0.1082747161	-0.1650095263	-0.0278689635	-0.0144038354	-0.006352101	-0.0065088294	-0.0087266091	-0.1037325731	0.02378703	-0.0416529282	0.0660733572	0.0140558613	0.0041255837	0.1520896048	-0.0033546764	-0.0075528557	0.0292490244	0.011196315	-0.0144231407	0.085256993	0.0341044835	0.1646022759	0.1287216019	0.0025602661	-0.0081455284	-0.0333857571	0.0466864743	0.0669682051	-0.0220404887	0.069388878	0.0318460177	-0.0337023926	-0.1746764989	0.0268904946	0.0420342826	0.0564800096	0.0263932639	0.0689983788	-0.0566767142	-0.0815532901	-0.0828443326	0.0897131812	0.0683640751	0.0295756948	0.0269901678	0.0620638191	0.0238592342	0.0287620693	0.0092693003	-0.117039256	0.042823176	-0.0038166734	0.0470577374	-0.0536976089	0.0454912766	-0.0290163125	0.0616385416	0.0237353434	-0.0571594277	0.0342374081	0.0821209512	0.0073643354	0.0314916875	0.0101367653	-0.0338468641	-0.0177313797	-0.0863506032	0.0119383396	-0.0219274749	-0.0097600309	-0.0898726547	0.0143888988	0.0327351914	0.1311722657	-0.0357101914	-0.0053369126	-0.0022590115	-0.0414748238	0.02369073	-0.0223046798	0.0441571106	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	-0.0411746886584296	0.0273919283922196	0.0016953549861186	0.0007503177410444	0.0682178776264237	0.0211752592335017	0.0046536788278537	0.0004483916036059	-0.0341327863198159	-0.0106540846700795	0.0001135095201572	0.0011650471019542	-0.001659760941007	0.0003734783853887	2.754806381292442e-06	1.394861043525504e-07	0.003468406208664	-0.001272377719223	1.2029841628298984e-05	1.6189450603751236e-06	0.0007238818545254	-3.941910263800027e-06	1.5538656527851997e-11	5.240049393111324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566.9607703973398	0.0150199654599418	321444.51516954513	0.0002255993624178	622.8042979372141	-1.8357961243686989	387885.1935290661	3.3701474102471347	467.2190511034191	-0.7330329807037401	0.5373373507994098	218293.64171397933	470.6639715928298	595.7695556461811	1.068413	24.661957	0.135696763675357	0.0802047803817821	-0.0693336481	-0.0532272671	-0.0325926657	-0.1100662085	0.0349548373	-0.0430504004	0.0254545996	-0.0056812494	-0.0070727485	0.0205435976	-0.2223741857	0.0352988499	-0.0036202477	-0.0938390644	0.0243065716	-0.0615949684	0.0761378534	-0.0567467409	-0.1226810427	0.0075872043	0.0194168475	-0.0526562132	0.0675599197	0.0433326512	-0.0743457814	0.0787919939	0.0374618648	0.0726671408	-0.0150204321	0.0083780531	-0.006616364	0.0155230403	0.0198590445	0.0635459237	-0.0418965846	-0.0116750809	-0.1074468233	-0.010763491	0.1396177415	-0.0504355525	0.0421528951	-0.0010362117	-0.0670455011	0.0125434686	0.2594090685	-0.1627305925	0.0200677967	0.0957248557	0.0015002612	-0.1599015993	0.0093312591	0.0001864583	0.028836286	0.0460497779	-0.0258348818	-0.0453419474	-0.0751116814	0.0011841546	0.0268246678	-0.0693299967	0.0931415123	0.0172827585	0.0376080448	-0.0619662819	-0.0048019077	-0.0477780901	0.093521003	0.0689761068	0.07326124	0.0235048001	0.1791005576	-0.0829290579	0.050836214	0.1145399777	0.0176704411	-0.0436358368	0.047505332	0.0603143853	-0.0060460276	0.0423128415	0.0080381016	-0.0452463963	0.0183009508	-0.1235191624	0.0226243745	-0.0390718053	-0.0608512769	-0.1192901881	0.0318445613	0.0073850664	0.0511389161	0.1107151622	-0.0909297799	-0.0479020624	-0.0709079244	0.0705092681	0.0185403494	-0.0355193092	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	-0.0319374400036451	0.0092372486547845	0.0010200000739864	8.532676271031807e-05	-0.005340380715836	-0.0735582583422597	2.8519666190073032e-05	0.0054108173703466	-0.0372500827129087	-0.0031172963930928	9.71753680238938e-06	0.0013875686621185	-0.0014278241380643	0.0002319368029426	2.0386817692390614e-06	5.379468055928078e-08	0.0028958516767676	-0.0005725545318964	8.385956933837721e-06	3.278186919951058e-07	0.0009150697253907	0.0001911878708653	3.655280196600664e-08	8.373526023266111e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
